,carat,cut,color,clarity,depth,table,price,x,y,z
22823,0.31,Ideal,6,3,59.4,57.0,685,4.45,4.5,2.66
22824,0.35,Very Good,6,3,62.8,58.0,685,4.47,4.51,2.82
22825,0.41,Good,5,2,63.1,57.0,685,4.71,4.73,2.98
22826,0.41,Ideal,1,4,61.9,55.0,685,4.78,4.82,2.97
22827,0.41,Good,4,2,63.1,56.0,685,4.69,4.73,2.97
22828,0.33,Ideal,5,4,60.6,57.0,686,4.49,4.52,2.73
22829,0.42,Ideal,3,1,62.3,55.0,686,4.8,4.83,3.0
22830,0.34,Premium,4,3,59.2,60.0,686,4.56,4.6,2.71
22831,0.34,Ideal,4,3,62.1,55.0,686,4.47,4.51,2.79
22832,0.34,Very Good,4,3,62.9,58.0,686,4.44,4.46,2.8
22833,0.34,Ideal,4,3,61.0,57.0,686,4.48,4.5,2.74
22834,0.34,Ideal,4,3,62.1,56.0,686,4.45,4.47,2.77
22835,0.34,Premium,4,3,62.6,58.0,686,4.46,4.49,2.8
22836,0.34,Ideal,4,3,62.1,56.0,686,4.47,4.51,2.79
22837,0.34,Good,3,4,63.1,57.0,686,4.4,4.45,2.79
22838,0.34,Premium,4,3,61.2,59.0,686,4.49,4.53,2.76
22839,0.34,Ideal,4,3,62.6,54.0,686,4.46,4.48,2.8
22840,0.34,Ideal,4,3,62.5,55.0,686,4.48,4.51,2.81
22841,0.34,Ideal,4,3,61.6,57.0,686,4.47,4.53,2.77
22842,0.34,Premium,4,3,62.6,59.0,686,4.44,4.48,2.79
22843,0.34,Very Good,2,5,62.7,59.0,686,4.43,4.47,2.79
22844,0.34,Very Good,4,3,62.9,55.0,686,4.46,4.48,2.81
22845,0.34,Ideal,2,5,62.2,55.0,686,4.48,4.49,2.79
22846,0.34,Premium,4,3,60.7,60.0,686,4.46,4.5,2.72
22847,0.34,Very Good,4,3,62.3,57.0,686,4.44,4.48,2.78
22848,0.34,Premium,4,3,61.2,59.0,686,4.47,4.52,2.75
22849,0.34,Very Good,2,5,63.0,55.0,686,4.44,4.48,2.81
22850,0.34,Very Good,3,4,61.7,60.0,686,4.45,4.49,2.76
22851,0.34,Ideal,2,5,61.8,54.0,686,4.47,4.49,2.77
22852,0.34,Very Good,2,5,61.4,58.0,686,4.46,4.5,2.75
22853,0.34,Very Good,3,4,60.4,61.0,686,4.48,4.53,2.72
22854,0.39,Ideal,0,5,62.0,54.5,687,4.67,4.7,2.9
22855,0.31,Ideal,3,5,61.3,56.0,687,4.37,4.41,2.69
22856,0.31,Ideal,3,5,61.5,56.0,687,4.38,4.4,2.7
22857,0.31,Ideal,3,5,61.8,54.0,687,4.36,4.38,2.7
22858,0.31,Ideal,3,5,61.8,56.0,687,4.37,4.4,2.71
22859,0.31,Ideal,3,5,60.9,56.0,687,4.4,4.43,2.69
22860,0.31,Ideal,3,5,62.2,54.0,687,4.35,4.39,2.72
22861,0.31,Ideal,3,5,62.1,54.0,687,4.38,4.41,2.73
22862,0.31,Ideal,3,5,62.4,54.0,687,4.37,4.38,2.73
22863,0.31,Ideal,3,5,60.8,56.0,687,4.41,4.44,2.69
22864,0.3,Ideal,3,5,62.5,53.8,687,4.26,4.3,2.68
22865,0.33,Ideal,2,6,61.4,53.0,687,4.5,4.55,2.78
22866,0.31,Ideal,2,6,61.6,55.0,687,4.37,4.4,2.7
22867,0.31,Ideal,2,6,61.9,55.0,687,4.38,4.41,2.72
22868,0.31,Ideal,2,6,62.6,53.0,687,4.35,4.41,2.74
22869,0.31,Ideal,2,6,62.3,54.0,687,4.37,4.4,2.73
22870,0.31,Ideal,2,6,62.2,54.0,687,4.34,4.37,2.71
22871,0.31,Ideal,2,6,62.3,53.0,687,4.35,4.38,2.72
22872,0.31,Ideal,2,6,62.0,54.0,687,4.34,4.37,2.7
22873,0.31,Ideal,2,6,61.4,54.0,687,4.4,4.43,2.71
22874,0.24,Ideal,6,4,62.6,57.0,687,3.92,4.0,2.48
22875,0.42,Good,3,2,63.1,56.0,687,4.75,4.79,3.01
22876,0.4,Good,5,2,63.8,56.0,687,4.7,4.74,3.01
22877,0.4,Good,5,2,63.7,57.0,687,4.66,4.69,2.98
22878,0.4,Good,5,2,63.2,56.0,687,4.69,4.74,2.98
22879,0.42,Very Good,3,2,61.6,61.0,687,4.79,4.82,2.96
22880,0.4,Good,5,2,63.5,55.0,687,4.67,4.71,2.98
22881,0.42,Premium,3,2,62.7,58.0,687,4.75,4.79,2.99
22882,0.4,Good,4,2,63.6,56.0,687,4.63,4.68,2.96
22883,0.42,Ideal,5,1,62.7,55.2,687,4.78,4.79,3.0
22884,0.4,Very Good,5,2,61.4,58.0,687,4.77,4.81,2.94
22885,0.4,Good,5,2,63.9,58.0,687,4.63,4.67,2.97
22886,0.4,Good,1,4,63.5,55.0,687,4.67,4.71,2.98
22887,0.4,Very Good,5,2,62.9,59.0,687,4.69,4.72,2.96
22888,0.4,Premium,5,2,61.0,59.0,687,4.71,4.74,2.88
22889,0.4,Very Good,5,2,62.2,62.0,687,4.66,4.69,2.91
22890,0.4,Very Good,4,2,62.1,57.0,687,4.65,4.69,2.9
22891,0.42,Very Good,3,2,63.0,55.0,687,4.77,4.81,3.02
22892,0.4,Good,5,2,63.2,58.0,687,4.66,4.7,2.96
22893,0.42,Very Good,3,2,60.6,62.0,687,4.82,4.85,2.93
22894,0.4,Good,5,2,63.6,57.0,687,4.65,4.69,2.97
22895,0.4,Very Good,5,2,62.0,61.0,687,4.67,4.71,2.91
22896,0.4,Good,5,2,63.5,57.0,687,4.7,4.72,2.99
22897,0.4,Good,5,2,63.2,56.0,687,4.65,4.69,2.95
22898,0.4,Good,4,2,63.3,58.0,687,4.69,4.72,2.98
22899,0.4,Very Good,5,2,60.8,62.0,687,4.72,4.76,2.88
22900,0.4,Good,5,2,63.7,56.0,687,4.66,4.69,2.98
22901,0.4,Very Good,4,2,62.9,58.0,687,4.69,4.72,2.96
22902,0.4,Good,5,2,63.9,55.0,687,4.67,4.72,3.0
22903,0.4,Good,5,2,63.3,56.0,687,4.68,4.74,2.98
22904,0.4,Good,5,2,63.5,58.0,687,4.65,4.67,2.96
22905,0.4,Good,4,2,63.1,58.0,687,4.66,4.69,2.95
22906,0.4,Very Good,5,2,63.0,57.0,687,4.65,4.68,2.94
22907,0.4,Very Good,5,2,61.7,60.0,687,4.68,4.72,2.9
22908,0.34,Ideal,5,4,62.0,57.0,687,4.44,4.49,2.77
22909,0.34,Ideal,6,3,61.6,55.0,687,4.48,4.54,2.78
22910,0.34,Premium,6,3,59.3,59.0,687,4.55,4.59,2.71
22911,0.3,Very Good,5,5,62.5,61.0,688,4.23,4.28,2.66
22912,0.28,Very Good,5,7,59.6,55.0,688,4.24,4.31,2.55
22913,0.32,Ideal,4,3,61.9,57.0,688,4.36,4.37,2.71
22914,0.4,Ideal,4,1,61.8,53.0,688,4.77,4.74,2.94
22915,0.41,Ideal,3,2,61.7,54.0,688,4.78,4.81,2.96
22916,0.38,Ideal,3,2,61.2,58.0,688,4.64,4.67,2.85
22917,0.43,Very Good,5,1,61.8,60.0,688,4.83,4.85,2.99
22918,0.41,Very Good,6,2,64.1,54.0,689,4.72,4.74,3.03
22919,0.36,Ideal,2,5,61.4,55.0,689,4.57,4.6,2.82
22920,0.4,Ideal,5,1,62.2,53.0,689,4.73,4.76,2.95
22921,0.36,Premium,3,2,61.8,59.0,689,4.57,4.55,2.82
22922,0.36,Very Good,3,2,63.3,56.0,689,4.53,4.5,2.86
22923,0.36,Premium,3,2,62.0,59.0,689,4.56,4.53,2.82
22924,0.34,Premium,2,3,61.9,56.0,689,4.49,4.46,2.77
22925,0.34,Ideal,2,3,60.5,56.0,689,4.58,4.54,2.76
22926,0.34,Premium,2,3,59.0,59.0,689,4.61,4.55,2.7
22927,0.34,Good,2,3,63.7,57.0,689,4.44,4.42,2.82
22928,0.36,Ideal,3,2,62.7,55.0,689,4.59,4.54,2.86
22929,0.36,Very Good,3,2,61.2,63.0,689,4.59,4.56,2.8
22930,0.36,Premium,3,2,61.8,60.0,689,4.57,4.53,2.81
22931,0.36,Premium,6,1,60.9,58.0,689,4.63,4.6,2.81
22932,0.36,Premium,6,1,60.0,58.0,689,4.62,4.58,2.76
22933,0.36,Ideal,6,1,62.0,56.0,689,4.6,4.56,2.84
22934,0.36,Premium,6,1,61.2,59.0,689,4.59,4.56,2.8
22935,0.36,Premium,6,1,61.5,60.0,689,4.6,4.54,2.81
22936,0.36,Ideal,6,1,62.3,57.0,689,4.57,4.52,2.83
22937,0.34,Ideal,1,4,62.6,56.0,689,4.47,4.44,2.79
22938,0.34,Ideal,1,4,62.4,55.0,689,4.51,4.47,2.8
22939,0.34,Premium,1,4,61.0,60.0,689,4.51,4.48,2.74
22940,0.34,Premium,1,4,59.5,59.0,689,4.59,4.55,2.72
22941,0.34,Ideal,2,3,62.2,56.0,689,4.53,4.48,2.8
22942,0.34,Ideal,2,3,61.4,57.0,689,4.55,4.48,2.77
22943,0.34,Ideal,2,3,62.5,54.0,689,4.54,4.49,2.82
22944,0.34,Ideal,2,3,61.5,54.0,689,4.54,4.5,2.78
22945,0.34,Premium,2,3,60.2,60.0,689,4.56,4.51,2.73
22946,0.34,Premium,2,3,61.3,60.0,689,4.53,4.47,2.76
22947,0.34,Premium,2,3,61.1,58.0,689,4.5,4.47,2.74
22948,0.34,Premium,2,3,61.7,60.0,689,4.51,4.47,2.77
22949,0.34,Very Good,2,3,63.2,55.0,689,4.5,4.46,2.83
22950,0.34,Ideal,2,3,61.7,57.0,689,4.48,4.46,2.76
22951,0.34,Premium,2,3,62.4,60.0,689,4.44,4.41,2.76
22952,0.34,Very Good,2,3,63.1,56.0,689,4.46,4.41,2.8
22953,0.34,Premium,2,3,61.9,60.0,689,4.46,4.42,2.75
22954,0.34,Premium,2,3,62.6,60.0,689,4.46,4.42,2.78
22955,0.34,Ideal,2,3,62.6,54.0,689,4.5,4.45,2.8
22956,0.34,Very Good,2,3,63.3,56.0,689,4.45,4.39,2.8
22957,0.34,Good,2,4,64.0,58.0,689,4.49,4.45,2.86
22958,0.3,Good,6,5,64.2,55.0,689,4.23,4.28,2.73
22959,0.4,Premium,6,2,60.9,60.0,689,4.74,4.78,2.9
22960,0.4,Very Good,6,2,63.0,59.0,690,4.69,4.7,2.96
22961,0.42,Ideal,1,2,61.6,55.0,690,4.83,4.85,2.98
22962,0.41,Ideal,4,2,62.2,54.0,690,4.78,4.8,2.98
22963,0.4,Ideal,6,2,60.6,57.0,690,4.75,4.82,2.9
22964,0.3,Very Good,3,6,61.3,56.0,691,4.34,4.37,2.67
22965,0.3,Very Good,3,6,60.7,57.0,691,4.35,4.37,2.65
22966,0.43,Very Good,1,1,61.5,54.0,691,4.86,4.89,3.0
22967,0.3,Very Good,2,7,62.3,56.0,691,4.3,4.33,2.68
22968,0.44,Ideal,5,1,62.0,54.0,691,4.9,4.94,3.05
22969,0.42,Ideal,4,2,61.6,56.0,691,4.81,4.83,2.97
22970,0.33,Very Good,3,5,61.9,56.0,692,4.46,4.49,2.77
22971,0.33,Very Good,3,5,61.4,55.0,692,4.46,4.5,2.75
22972,0.33,Very Good,2,6,62.5,55.0,692,4.43,4.47,2.78
22973,0.31,Very Good,6,3,61.6,55.0,692,4.37,4.4,2.7
22974,0.32,Ideal,3,5,61.4,56.0,692,4.42,4.44,2.72
22975,0.32,Ideal,2,6,62.7,55.0,692,4.37,4.4,2.75
22976,0.34,Ideal,5,3,62.5,55.0,692,4.45,4.48,2.79
22977,0.33,Ideal,6,3,61.8,55.0,692,4.43,4.44,2.74
22978,0.31,Ideal,6,3,62.8,54.0,692,4.32,4.34,2.72
22979,0.31,Ideal,6,3,60.8,56.0,692,4.39,4.42,2.68
22980,0.34,Ideal,4,4,61.1,57.0,692,4.51,4.55,2.77
22981,0.31,Ideal,5,4,61.3,55.0,692,4.36,4.38,2.68
22982,0.33,Ideal,5,4,61.5,56.0,692,4.45,4.5,2.75
22983,0.31,Ideal,5,4,61.8,55.0,692,4.36,4.38,2.7
22984,0.31,Ideal,5,4,61.1,54.0,692,4.37,4.4,2.68
22985,0.4,Ideal,1,2,61.2,55.0,692,4.77,4.8,2.93
22986,0.4,Ideal,3,2,62.0,55.0,692,4.72,4.76,2.94
22987,0.31,Ideal,6,2,61.5,55.0,692,4.38,4.4,2.7
22988,0.41,Premium,1,1,61.6,59.0,692,4.79,4.76,2.94
22989,0.41,Very Good,1,1,63.5,57.0,692,4.72,4.7,2.99
22990,0.37,Premium,5,3,61.0,59.0,692,4.6,4.65,2.82
22991,0.41,Very Good,0,4,61.8,56.0,693,4.75,4.79,2.95
22992,0.38,Very Good,3,4,61.9,54.0,693,4.65,4.69,2.89
22993,0.3,Ideal,2,4,61.5,57.0,693,4.27,4.31,2.64
22994,0.38,Ideal,4,2,62.5,53.7,693,4.64,4.66,2.91
22995,0.38,Ideal,5,2,61.8,53.8,693,4.63,4.67,2.88
22996,0.33,Premium,2,4,59.0,62.0,693,4.52,4.49,2.66
22997,0.33,Premium,2,4,62.4,60.0,693,4.42,4.39,2.75
22998,0.33,Premium,3,3,61.3,61.0,693,4.47,4.43,2.73
22999,0.33,Premium,5,2,59.1,59.0,693,4.59,4.54,2.7
23000,0.33,Very Good,5,2,63.1,56.0,693,4.45,4.42,2.8
23001,0.27,Good,6,5,64.3,55.0,693,4.14,4.09,2.65
23002,0.38,Ideal,4,3,61.2,57.0,693,4.64,4.67,2.85
23003,0.38,Good,5,3,63.2,57.0,693,4.59,4.62,2.91
23004,0.4,Very Good,5,3,63.0,59.0,693,4.66,4.68,2.94
23005,0.33,Very Good,4,5,63.5,54.0,694,4.42,4.37,2.79
23006,0.3,Very Good,4,5,62.4,57.0,694,4.25,4.27,2.66
23007,0.4,Very Good,4,2,59.6,58.0,694,4.81,4.82,2.87
23008,0.39,Very Good,3,2,62.5,55.0,694,4.68,4.7,2.93
23009,0.4,Very Good,5,2,62.2,56.0,694,4.71,4.74,2.94
23010,0.4,Very Good,6,2,63.8,54.0,694,4.68,4.75,3.01
23011,0.3,Ideal,4,5,61.8,55.0,694,4.33,4.35,2.68
23012,0.3,Ideal,4,5,61.6,53.0,694,4.35,4.39,2.69
23013,0.3,Ideal,4,5,61.5,55.0,694,4.33,4.35,2.67
23014,0.3,Ideal,4,5,61.4,56.0,694,4.32,4.35,2.66
23015,0.3,Ideal,4,5,62.1,57.0,694,4.25,4.28,2.65
23016,0.3,Ideal,4,5,61.7,56.0,694,4.32,4.34,2.67
23017,0.3,Ideal,4,5,62.1,57.0,694,4.27,4.29,2.66
23018,0.3,Ideal,4,5,61.5,58.0,694,4.3,4.35,2.66
23019,0.3,Ideal,4,5,61.8,57.0,694,4.28,4.33,2.66
23020,0.3,Ideal,4,5,62.5,56.0,694,4.28,4.33,2.69
23021,0.3,Ideal,5,4,62.1,58.0,694,4.26,4.28,2.65
23022,0.3,Ideal,5,4,62.5,56.0,694,4.27,4.31,2.68
23023,0.3,Ideal,5,4,61.3,58.0,694,4.29,4.32,2.64
23024,0.3,Ideal,5,4,61.9,58.0,694,4.27,4.29,2.65
23025,0.44,Ideal,3,1,61.1,55.0,694,4.93,4.95,3.02
23026,0.4,Ideal,4,2,62.0,57.0,694,4.72,4.76,2.94
23027,0.4,Ideal,4,2,61.9,57.0,694,4.71,4.76,2.93
23028,0.4,Ideal,4,2,62.0,54.0,694,4.76,4.79,2.96
23029,0.4,Ideal,5,2,62.4,53.0,694,4.73,4.75,2.96
23030,0.38,Ideal,5,2,61.0,56.0,694,4.68,4.69,2.86
23031,0.4,Ideal,5,2,62.4,54.0,694,4.72,4.74,2.95
23032,0.33,Premium,1,7,62.1,58.0,694,4.39,4.43,2.74
23033,0.33,Ideal,1,7,62.1,55.0,694,4.41,4.44,2.75
23034,0.33,Very Good,1,7,59.0,61.0,694,4.49,4.56,2.67
23035,0.44,Good,0,4,63.2,57.0,694,4.82,4.86,3.06
23036,0.33,Ideal,1,7,61.6,55.0,694,4.46,4.47,2.75
23037,0.33,Ideal,1,7,61.4,56.0,694,4.41,4.45,2.72
23038,0.33,Very Good,1,7,62.0,58.0,694,4.44,4.46,2.76
23039,0.44,Very Good,0,4,61.9,57.0,694,4.83,4.9,3.01
23040,0.44,Good,0,4,63.1,57.0,694,4.83,4.87,3.06
23041,0.33,Ideal,1,7,61.8,55.0,694,4.46,4.47,2.76
23042,0.33,Ideal,1,7,62.2,56.0,694,4.42,4.45,2.76
23043,0.3,Very Good,4,6,61.6,56.0,694,4.34,4.36,2.68
23044,0.37,Very Good,2,4,59.8,59.0,695,4.66,4.7,2.8
23045,0.4,Good,1,3,64.1,57.0,695,4.65,4.61,2.97
23046,0.31,Ideal,4,5,61.3,56.0,695,4.38,4.39,2.69
23047,0.31,Ideal,5,3,59.8,57.0,695,4.43,4.46,2.65
23048,0.32,Ideal,4,4,61.2,56.2,695,4.41,4.44,2.71
23049,0.31,Ideal,4,4,61.8,56.0,695,4.33,4.36,2.68
23050,0.31,Ideal,4,4,61.2,57.0,695,4.36,4.39,2.68
23051,0.31,Ideal,4,4,61.6,56.0,695,4.33,4.36,2.68
23052,0.31,Ideal,4,4,60.7,56.0,695,4.37,4.39,2.66
23053,0.38,Ideal,3,2,60.6,57.0,695,4.71,4.76,2.87
23054,0.38,Ideal,3,2,61.5,55.0,695,4.66,4.68,2.87
23055,0.34,Ideal,1,7,61.6,54.0,695,4.5,4.53,2.78
23056,0.34,Ideal,1,7,61.9,55.0,695,4.5,4.52,2.79
23057,0.34,Ideal,1,7,61.3,55.0,695,4.52,4.55,2.78
23058,0.34,Ideal,1,7,62.1,54.0,695,4.49,4.53,2.8
23059,0.31,Premium,3,4,60.4,59.0,695,4.41,4.37,2.65
23060,0.31,Ideal,3,4,61.9,56.0,695,4.38,4.34,2.7
23061,0.31,Premium,3,4,62.1,58.0,695,4.36,4.31,2.69
23062,0.31,Ideal,3,4,62.7,57.0,695,4.34,4.31,2.71
23063,0.31,Fair,3,4,64.6,55.0,695,4.31,4.26,2.77
23064,0.25,Very Good,6,5,59.5,56.0,696,4.14,4.19,2.48
23065,0.39,Very Good,1,3,60.2,61.0,696,4.74,4.79,2.87
23066,0.32,Very Good,4,4,62.3,55.0,696,4.38,4.42,2.74
23067,0.32,Very Good,4,4,61.3,55.0,696,4.41,4.44,2.71
23068,0.33,Very Good,6,4,60.1,59.0,696,4.46,4.49,2.69
23069,0.32,Ideal,3,4,59.8,57.9,696,4.44,4.47,2.67
23070,0.31,Ideal,6,4,61.6,54.0,696,4.33,4.37,2.68
23071,0.43,Ideal,3,1,62.3,53.0,696,4.84,4.86,3.02
23072,0.4,Ideal,5,2,61.9,57.0,696,4.74,4.76,2.94
23073,0.34,Good,4,4,60.6,63.0,696,4.46,4.59,2.74
23074,0.37,Very Good,4,3,59.2,61.0,696,4.63,4.69,2.76
23075,0.37,Premium,4,3,60.5,59.0,696,4.62,4.67,2.81
23076,0.37,Very Good,4,3,59.7,62.0,696,4.68,4.7,2.8
23077,0.34,Very Good,5,3,62.7,56.0,696,4.48,4.51,2.82
23078,0.34,Ideal,5,3,61.8,57.0,696,4.48,4.52,2.78
23079,0.34,Good,5,3,63.8,56.0,696,4.44,4.49,2.85
23080,0.3,Very Good,6,4,63.5,55.0,697,4.24,4.29,2.71
23081,0.38,Ideal,2,2,61.2,56.0,697,4.7,4.74,2.89
23082,0.39,Ideal,4,2,61.8,57.0,697,4.68,4.73,2.91
23083,0.39,Ideal,4,2,60.1,58.0,697,4.74,4.78,2.86
23084,0.34,Very Good,6,3,59.5,56.0,698,4.55,4.59,2.72
23085,0.41,Very Good,3,2,62.4,56.0,698,4.75,4.77,2.97
23086,0.32,Ideal,3,5,61.3,55.0,698,4.4,4.44,2.71
23087,0.32,Ideal,3,5,61.2,58.0,698,4.39,4.43,2.7
23088,0.33,Ideal,2,6,60.2,60.0,698,4.49,4.52,2.71
23089,0.32,Ideal,2,6,61.4,55.0,698,4.4,4.46,2.72
23090,0.39,Ideal,1,3,60.8,56.0,698,4.72,4.75,2.88
23091,0.43,Ideal,4,1,61.6,55.0,698,4.87,4.9,3.01
23092,0.39,Ideal,2,2,61.5,56.0,698,4.69,4.71,2.89
23093,0.31,Ideal,3,3,61.4,57.0,698,4.45,4.35,2.7
23094,0.31,Premium,3,3,59.0,60.0,698,4.41,4.37,2.59
23095,0.31,Premium,3,3,61.0,56.0,698,4.37,4.35,2.66
23096,0.31,Premium,3,3,60.9,58.0,698,4.38,4.35,2.66
23097,0.31,Ideal,5,2,62.8,57.0,698,4.34,4.32,2.72
23098,0.31,Premium,5,2,60.1,61.0,698,4.4,4.35,2.63
23099,0.31,Very Good,5,2,63.1,54.0,698,4.34,4.31,2.73
23100,0.31,Very Good,5,2,63.4,55.0,698,4.33,4.32,2.74
23101,0.31,Very Good,5,2,63.4,55.0,698,4.32,4.29,2.73
23102,0.31,Premium,5,2,62.7,58.0,698,4.33,4.31,2.71
23103,0.31,Ideal,5,2,62.4,57.0,698,4.34,4.31,2.7
23104,0.31,Premium,5,2,63.0,59.0,698,4.31,4.26,2.7
23105,0.31,Good,5,2,63.7,57.0,698,4.31,4.29,2.74
23106,0.31,Ideal,3,3,62.2,56.0,698,4.34,4.31,2.69
23107,0.31,Premium,1,5,59.4,59.0,698,4.44,4.41,2.63
23108,0.31,Premium,1,5,62.1,58.0,698,4.33,4.3,2.68
23109,0.31,Premium,1,5,61.6,59.0,698,4.33,4.31,2.66
23110,0.31,Premium,1,5,61.7,58.0,698,4.4,4.38,2.71
23111,0.31,Ideal,1,5,61.6,57.0,698,4.39,4.35,2.69
23112,0.31,Premium,1,5,62.2,57.0,698,4.37,4.34,2.71
23113,0.25,Very Good,4,4,59.7,57.0,436,4.13,4.21,2.49
23114,0.25,Very Good,4,4,59.6,56.0,436,4.13,4.16,2.47
23115,0.25,Very Good,5,4,59.9,56.0,436,4.1,4.15,2.47
23116,0.25,Very Good,6,4,63.0,59.0,436,3.97,4.0,2.51
23117,0.25,Ideal,4,3,62.8,57.0,436,3.98,4.01,2.51
23118,0.24,Ideal,3,4,62.3,57.0,436,3.99,4.02,2.49
23119,0.25,Ideal,4,4,61.8,57.0,436,4.07,4.09,2.52
23120,0.31,Ideal,3,1,62.0,54.0,436,4.38,4.42,2.73
23121,0.31,Ideal,3,1,62.2,54.0,436,4.36,4.39,2.72
23122,0.31,Ideal,3,1,61.9,55.0,436,4.37,4.39,2.71
23123,0.31,Ideal,1,2,62.1,54.0,436,4.37,4.39,2.72
23124,0.31,Ideal,1,2,61.9,56.0,436,4.33,4.36,2.69
23125,0.31,Ideal,1,2,61.3,56.0,436,4.37,4.4,2.69
23126,0.31,Ideal,1,2,60.8,56.0,436,4.38,4.41,2.67
23127,0.31,Ideal,1,2,61.5,55.0,436,4.36,4.39,2.69
23128,0.31,Ideal,1,2,62.0,53.0,436,4.37,4.4,2.72
23129,0.31,Ideal,1,2,62.2,54.0,436,4.36,4.39,2.72
23130,0.3,Ideal,1,3,61.3,58.0,438,4.3,4.31,2.64
23131,0.3,Ideal,1,3,61.6,57.0,438,4.28,4.33,2.65
23132,0.3,Ideal,1,3,61.5,58.0,438,4.28,4.31,2.64
23133,0.3,Ideal,1,3,60.3,57.0,438,4.36,4.39,2.64
23134,0.3,Ideal,1,3,61.4,58.0,438,4.29,4.31,2.64
23135,0.3,Ideal,1,3,62.1,54.0,438,4.32,4.35,2.69
23136,0.3,Ideal,1,3,62.0,55.0,438,4.3,4.35,2.68
23137,0.3,Ideal,1,3,62.7,54.0,438,4.28,4.3,2.69
23138,0.25,Ideal,3,4,62.0,54.0,438,4.06,4.07,2.52
23139,0.25,Ideal,3,4,62.3,54.0,438,4.05,4.11,2.54
23140,0.25,Ideal,3,4,62.6,53.0,438,4.01,4.07,2.53
23141,0.25,Ideal,3,4,62.7,54.0,438,4.05,4.08,2.55
23142,0.34,Ideal,4,1,61.9,57.0,438,4.5,4.52,2.79
23143,0.31,Premium,2,4,59.7,58.0,698,4.43,4.41,2.64
23144,0.31,Premium,2,4,59.9,60.0,698,4.45,4.4,2.65
23145,0.31,Premium,2,4,59.9,59.0,698,4.4,4.38,2.63
23146,0.31,Premium,2,4,61.4,56.0,698,4.39,4.37,2.69
23147,0.31,Ideal,2,4,62.0,54.0,698,4.39,4.35,2.71
23148,0.31,Ideal,2,4,61.1,57.0,698,4.39,4.35,2.67
23149,0.31,Ideal,2,4,62.6,55.0,698,4.38,4.34,2.73
23150,0.31,Premium,2,4,61.1,59.0,698,4.36,4.35,2.66
23151,0.31,Ideal,2,4,61.7,57.0,698,4.38,4.34,2.69
23152,0.31,Ideal,2,4,62.4,55.0,698,4.36,4.33,2.71
23153,0.31,Ideal,2,4,61.6,56.0,698,4.36,4.34,2.68
23154,0.31,Ideal,2,4,62.2,57.0,698,4.37,4.34,2.71
23155,0.31,Premium,2,4,61.4,61.0,698,4.36,4.33,2.67
23156,0.31,Premium,2,4,62.4,58.0,698,4.36,4.32,2.71
23157,0.31,Premium,2,4,62.9,58.0,698,4.34,4.31,2.72
23158,0.31,Very Good,2,4,63.1,57.0,698,4.34,4.31,2.73
23159,0.31,Ideal,2,4,62.6,55.0,698,4.35,4.31,2.71
23160,0.31,Ideal,2,4,61.7,57.0,698,4.34,4.32,2.67
23161,0.31,Premium,2,4,61.8,61.0,698,4.36,4.32,2.68
23162,0.31,Premium,2,4,62.8,58.0,698,4.31,4.29,2.7
23163,0.31,Very Good,2,4,63.2,57.0,698,4.32,4.29,2.72
23164,0.31,Good,2,4,63.6,55.0,698,4.32,4.29,2.74
23165,0.31,Premium,2,4,62.6,60.0,698,4.32,4.3,2.7
23166,0.31,Ideal,2,4,62.1,54.0,698,4.37,4.3,2.69
23167,0.31,Premium,2,4,61.5,61.0,698,4.34,4.31,2.66
23168,0.31,Premium,2,4,61.7,61.0,698,4.34,4.31,2.67
23169,0.31,Good,2,4,64.0,59.0,698,4.28,4.25,2.73
23170,0.31,Premium,2,4,62.4,58.0,698,4.34,4.28,2.69
23171,0.31,Very Good,2,4,63.1,58.0,698,4.3,4.26,2.7
23172,0.31,Ideal,3,3,59.1,57.0,698,4.48,4.45,2.64
23173,0.31,Premium,3,3,59.2,60.0,698,4.47,4.42,2.63
23174,0.31,Premium,3,3,59.8,60.0,698,4.43,4.4,2.64
23175,0.31,Ideal,3,3,59.6,57.0,698,4.43,4.4,2.63
23176,0.31,Ideal,3,3,61.6,55.0,698,4.39,4.37,2.7
23177,0.31,Premium,3,3,59.9,59.0,698,4.4,4.38,2.63
23178,0.31,Ideal,3,3,61.6,54.0,698,4.41,4.39,2.71
23179,0.31,Ideal,3,3,61.7,55.0,698,4.37,4.35,2.69
23180,0.31,Ideal,3,3,62.4,54.0,698,4.39,4.36,2.73
23181,0.31,Ideal,3,3,61.4,56.0,698,4.36,4.34,2.67
23182,0.31,Ideal,3,3,61.8,57.0,698,4.36,4.34,2.69
23183,0.31,Ideal,3,3,62.0,57.0,698,4.37,4.34,2.7
23184,0.31,Premium,3,3,62.4,59.0,698,4.38,4.34,2.72
23185,0.31,Ideal,3,3,61.7,57.0,698,4.36,4.33,2.68
23186,0.31,Premium,3,3,60.7,61.0,698,4.37,4.33,2.64
23187,0.31,Ideal,3,3,61.4,57.0,698,4.37,4.33,2.67
23188,0.31,Ideal,3,3,63.0,54.0,698,4.37,4.33,2.74
23189,0.31,Very Good,3,3,63.1,58.0,698,4.35,4.3,2.73
23190,0.31,Premium,3,3,61.5,60.0,698,4.34,4.31,2.66
23191,0.31,Premium,3,3,61.7,59.0,698,4.34,4.31,2.67
23192,0.31,Ideal,3,3,62.7,57.0,698,4.34,4.31,2.71
23193,0.31,Ideal,3,3,62.9,57.0,698,4.34,4.31,2.72
